segment_id,country,road_class,land_use,power_environment_used,rank_within_environment,speed_limit,median_speed,v_safe,misalignment,exposure_level,confidence_level,confidence_note,speedlimit_plausibility,delta_fatal_percent,delta_fatal_abs,sample_size_total,priority_class,review_track,score_explanation,street_image_link
thailand_22299-1,thailand,primary,RURAL,rural_freeway,1.0,90.0,98.1,30,60.0,high,high,,high,99.22311951168682,171785.05745026967,173130.071192769,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.1911826,16.5069363,100.2141033,16.5038225"
thailand_17183-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,97.5,30,60.0,high,medium,,high,99.20333044643752,15217.049287358632,15339.252441302579,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"103.6154012,15.9312322,103.6286747,15.9866163"
thailand_17183-2,thailand,primary,RURAL,rural_freeway,1.0,90.0,97.5,30,60.0,high,medium,,high,99.20333044643752,128304.96014655325,129335.33538556799,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"103.6154012,15.9312322,103.6286747,15.9866163"
thailand_17175-3,thailand,primary,RURAL,rural_freeway,1.0,90.0,96.875,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.18204556646711,10191.394250916785,10275.44268996448,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"103.57956015,15.68366245,103.573497,15.8513292"
thailand_17175-4,thailand,primary,RURAL,rural_freeway,1.0,90.0,96.875,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.18204556646711,8010.649127680088,8076.712959415351,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"103.57956015,15.68366245,103.573497,15.8513292"
thailand_17175-5,thailand,primary,RURAL,rural_freeway,1.0,90.0,96.875,30,60.0,high,medium,,high,99.18204556646711,12946.964596543945,13053.738227114405,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"103.57956015,15.68366245,103.573497,15.8513292"
thailand_17175-6,thailand,primary,RURAL,rural_freeway,1.0,90.0,96.875,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.18204556646711,1976.2371556575501,1992.5351855474382,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"103.57956015,15.68366245,103.573497,15.8513292"
thailand_17175-10,thailand,primary,RURAL,rural_freeway,1.0,90.0,96.875,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.18204556646711,57138.84927158493,57610.07342129597,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"103.57956015,15.68366245,103.573497,15.8513292"
thailand_17175-11,thailand,primary,RURAL,rural_freeway,1.0,90.0,96.875,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.18204556646711,37116.352142073265,37422.45073701333,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"103.57956015,15.68366245,103.573497,15.8513292"
thailand_17175-12,thailand,primary,RURAL,rural_freeway,1.0,90.0,96.875,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.18204556646711,7003.859540196126,7061.620377150288,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"103.57956015,15.68366245,103.573497,15.8513292"
thailand_17175-13,thailand,primary,RURAL,rural_freeway,1.0,90.0,96.875,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.18204556646711,2128.3759446974254,2145.928663339665,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"103.57956015,15.68366245,103.573497,15.8513292"
thailand_22296-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,96.5,30,60.0,high,high,,high,99.16893468023848,27054.557029544772,27281.282305572626,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.2140326,16.503704,100.1904933,16.5071695"
thailand_17176-3,thailand,primary,RURAL,rural_freeway,1.0,90.0,96.4,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.1653943789501,136561.92384339625,137711.26984231945,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"103.5787265,15.8604477,103.6154012,15.9312322"
thailand_21608-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,96.3,30,60.0,high,medium,,high,99.16183529820792,22284.752891438588,22473.11460545479,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.07498932,15.41568534,100.11665344,15.42327763"
thailand_21608-1,thailand,primary,RURAL,rural_freeway,1.0,90.0,96.3,30,60.0,high,medium,,high,99.16183529820792,45578.79016494133,45964.044561975796,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.07498932,15.41568534,100.11665344,15.42327763"
thailand_21608-2,thailand,primary,RURAL,rural_freeway,1.0,90.0,96.3,30,60.0,high,medium,,high,99.16183529820792,91437.96211348512,92210.84083256939,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.07498932,15.41568534,100.11665344,15.42327763"
thailand_21486-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,95.9,30,60.0,high,medium,,high,99.1474087819842,41229.92331916733,41584.46884862926,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.00351016,14.51699547,100.0470769,14.4995369"
thailand_21486-3,thailand,primary,RURAL,rural_freeway,1.0,90.0,95.9,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.1474087819842,80807.31540123936,81502.19596654012,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.00351016,14.51699547,100.0470769,14.4995369"
thailand_27983-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,95.6,30,60.0,high,medium,,high,99.13638577733285,15825.73783192148,15963.601767233251,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"102.1855534,13.4962338,102.2008826,13.436836"
thailand_27983-1,thailand,primary,RURAL,rural_freeway,1.0,90.0,95.6,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.13638577733285,25914.019369521855,26139.766107397267,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"102.1855534,13.4962338,102.2008826,13.436836"
thailand_27773-2,thailand,primary,RURAL,rural_freeway,1.0,90.0,95.4,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.12893852154409,3411.2069680548548,3441.1817769172253,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"102.0890667,13.6514249,102.1755445,13.5148477"
thailand_27773-5,thailand,primary,RURAL,rural_freeway,1.0,90.0,95.4,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.12893852154409,29399.821320501702,29658.162146175026,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"102.0890667,13.6514249,102.1755445,13.5148477"
thailand_27773-6,thailand,primary,RURAL,rural_freeway,1.0,90.0,95.4,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.12893852154409,16964.346991967745,17113.41536082404,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"102.0890667,13.6514249,102.1755445,13.5148477"
thailand_54301-3,thailand,secondary,RURAL,rural_freeway,1.0,90.0,95.35,30,60.0,high,medium,,high,99.12706423947574,22039.974038022196,22234.063126067173,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"103.5910011,14.8002198,103.6551309,14.7402212"
thailand_20408-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,95.3,30,60.0,high,medium,,high,99.12518493819746,20575.161698323103,20756.74482842206,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.79172197,14.2253294,99.7677612,14.2059416"
thailand_28390-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,95.2,30,60.0,high,medium,,high,99.12141121361061,11661.206726408042,11764.56890961497,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"102.51665497,15.55067094,102.45832061,15.56934286"
thailand_20406-1,thailand,primary,RURAL,rural_freeway,1.0,90.0,95.0,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.1138028221371,198720.92454533748,200497.72976822266,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"99.765621,14.0626106,99.7841698,14.0451261"
thailand_36739-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,94.9,30,60.0,high,medium,,high,99.10996789353085,7209.539953146881,7274.283411020523,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"102.200827,14.6178756,102.16866282,14.70866206"
thailand_36739-3,thailand,primary,RURAL,rural_freeway,1.0,90.0,94.9,30,60.0,high,high,,high,99.10996789353085,84025.91903554538,84780.49264006467,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"102.200827,14.6178756,102.16866282,14.70866206"
thailand_28752,thailand,primary,RURAL,rural_freeway,1.0,90.0,94.6,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.09833858522387,176622.9688604445,178230.0,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"102.6414931,14.9877627,102.6449034,14.9881683"
thailand_22487,thailand,primary,RURAL,rural_freeway,1.0,90.0,94.5,30,60.0,high,high,,high,99.09442019385124,204307.92083467278,206175.0,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.29165649,16.45764692,100.2600219,16.4708604"
thailand_33827-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,94.425,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.09146749265712,28704.157811738056,28967.335471003185,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"102.04575957,15.23366264,101.84820071,15.40866282"
thailand_33827-1,thailand,primary,RURAL,rural_freeway,1.0,90.0,94.425,30,60.0,high,medium,,high,99.09146749265712,26354.152568019737,26595.78391042865,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"102.04575957,15.23366264,101.84820071,15.40866282"
thailand_33827-2,thailand,primary,RURAL,rural_freeway,1.0,90.0,94.425,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.09146749265712,26463.408936896463,26706.042009981797,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"102.04575957,15.23366264,101.84820071,15.40866282"
thailand_33827-5,thailand,primary,RURAL,rural_freeway,1.0,90.0,94.425,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.09146749265712,56593.97035007985,57112.85924216793,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"102.04575957,15.23366264,101.84820071,15.40866282"
thailand_33827-6,thailand,primary,RURAL,rural_freeway,1.0,90.0,94.425,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.09146749265712,221668.919805215,223701.31900775526,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"102.04575957,15.23366264,101.84820071,15.40866282"
thailand_34851-8,thailand,primary,RURAL,rural_freeway,1.0,90.0,94.4,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.09048059842462,58919.86054382959,59460.6668450918,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"100.17226992,14.50032905,100.05750177,14.5253296"
thailand_40864-0,thailand,secondary,RURAL,rural_freeway,1.0,90.0,94.3,30,60.0,high,medium,,high,99.08651966155551,8229.350025924923,8305.216546139141,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.6708881,9.1598179,99.70480896,9.29199603"
thailand_20147-7,thailand,primary,RURAL,rural_freeway,1.0,90.0,94.0,30,60.0,high,medium,,high,99.07450741279543,38723.45381599348,39085.184299379485,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"99.723467,16.485625,99.6794031,16.4938509"
thailand_21604-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,94.0,30,60.0,high,medium,,high,99.07450741279543,20706.171753846753,20899.59596526095,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.11665344,15.42314704,100.07498932,15.41555215"
thailand_21604-1,thailand,primary,RURAL,rural_freeway,1.0,90.0,94.0,30,60.0,high,medium,,high,99.07450741279543,95200.14182415714,96089.44249150218,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.11665344,15.42314704,100.07498932,15.41555215"
thailand_21604-2,thailand,primary,RURAL,rural_freeway,1.0,90.0,94.0,30,60.0,high,medium,,high,99.07450741279543,47105.92719363908,47545.961543236874,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.11665344,15.42314704,100.07498932,15.41555215"
thailand_36637-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.9,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.07045971539152,5594.131591839372,5646.619191946953,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"103.0754228,18.01474285,102.9122578,17.9822671"
thailand_36637-1,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.9,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.07045971539152,5454.971977546554,5506.153896143749,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"103.0754228,18.01474285,102.9122578,17.9822671"
thailand_36637-7,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.9,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.07045971539152,5743.277167163177,5797.164143239466,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"103.0754228,18.01474285,102.9122578,17.9822671"
thailand_36637-8,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.9,30,60.0,high,medium,,high,99.07045971539152,6611.958133942063,6673.995611746246,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"103.0754228,18.01474285,102.9122578,17.9822671"
thailand_36637-10,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.9,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.07045971539152,2150.4318951356686,2170.6085762732955,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"103.0754228,18.01474285,102.9122578,17.9822671"
thailand_36637-11,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.9,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.07045971539152,5987.775105182811,6043.956112028169,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"103.0754228,18.01474285,102.9122578,17.9822671"
thailand_36637-15,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.9,30,60.0,high,medium,,high,99.07045971539152,19206.638909342844,19386.84746645918,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"103.0754228,18.01474285,102.9122578,17.9822671"
thailand_36637-16,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.9,30,60.0,high,medium,,high,99.07045971539152,14424.155250098143,14559.491589658199,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"103.0754228,18.01474285,102.9122578,17.9822671"
thailand_36637-17,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.9,30,60.0,high,medium,,high,99.07045971539152,13456.429176336034,13582.68571175859,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"103.0754228,18.01474285,102.9122578,17.9822671"
thailand_29677,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.6,30,60.0,high,high,,high,99.05818378235344,199307.04693377076,201202.0,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"103.1587339,15.063733,103.15770222,15.05866243"
thailand_30315-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.5,30,60.0,high,medium,,high,99.05404704158914,46424.61214033774,46867.96100400194,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"103.6851159,15.9570831,103.6942507,15.9358553"
thailand_30315-1,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.5,30,60.0,high,medium,,high,99.05404704158914,16503.671777659394,16661.279645373914,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"103.6851159,15.9570831,103.6942507,15.9358553"
thailand_30315-2,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.5,30,60.0,high,medium,,high,99.05404704158914,94764.76843174238,95669.75935062415,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"103.6851159,15.9570831,103.6942507,15.9358553"
thailand_22455-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.1,30,60.0,high,high,,high,99.03727233406826,85664.28689395622,86497.01761271972,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.245272,16.481647,100.2531255,16.4759502"
thailand_22455-1,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.1,30,60.0,high,high,,high,99.03727233406826,124936.58286291883,126151.07415467597,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.245272,16.481647,100.2531255,16.4759502"
thailand_22455-2,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.1,30,60.0,high,medium,,high,99.03727233406826,15031.786310939293,15177.908232604306,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.245272,16.481647,100.2531255,16.4759502"
thailand_30771-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.1,30,60.0,high,medium,,high,99.03727233406826,37553.05911169344,37918.10722030093,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"104.237336,15.145964,104.2633681,15.1385759"
thailand_30771-1,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.1,30,60.0,high,medium,,high,99.03727233406826,226886.36174750223,229091.89277969906,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"104.237336,15.145964,104.2633681,15.1385759"
thailand_22181-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.0,30,60.0,high,medium,,high,99.03302097167848,37211.54121557172,37574.88244876776,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.179498,16.5095372,100.1671458,16.5100143"
thailand_22181-1,thailand,primary,RURAL,rural_freeway,1.0,90.0,93.0,30,60.0,high,medium,,high,99.03302097167848,163853.2206028077,165453.11755123225,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.179498,16.5095372,100.1671458,16.5100143"
thailand_22463,thailand,primary,RURAL,rural_freeway,1.0,90.0,92.9,30,60.0,high,medium,,high,99.02874623130758,199033.91590045585,200986.0,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.2600219,16.4708604,100.2530518,16.4758272"
thailand_22903,thailand,primary,RURAL,rural_freeway,1.0,90.0,92.8,30,60.0,high,medium,,high,99.0244479590289,163089.30481060225,164696.0,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.3791814,16.3355417,100.3719864,16.3489993"
thailand_28611-1,thailand,primary,RURAL,rural_freeway,1.0,90.0,92.8,30,60.0,high,medium,,high,99.0244479590289,36162.01206612289,36518.266762855186,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"102.5753268,17.2528577,102.5976901,17.2702625"
thailand_28611-3,thailand,primary,RURAL,rural_freeway,1.0,90.0,92.8,30,60.0,high,high,,high,99.0244479590289,21820.618208749434,22035.586825768172,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"102.5753268,17.2528577,102.5976901,17.2702625"
thailand_27315-2,thailand,primary,RURAL,rural_freeway,1.0,90.0,92.7,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.02012599973483,129991.81265133375,131278.17333991462,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"101.7153974,17.7296992,101.65608385,17.86699489"
thailand_27315-3,thailand,primary,RURAL,rural_freeway,1.0,90.0,92.7,30,60.0,high,medium,,high,99.02012599973483,21576.27271584435,21789.78515529472,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"101.7153974,17.7296992,101.65608385,17.86699489"
thailand_29762-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,92.6,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.01578019712649,11797.829468588703,11915.100244729561,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"103.2977127,14.8803213,103.2136114,14.8863391"
thailand_29762-2,thailand,primary,RURAL,rural_freeway,1.0,90.0,92.6,30,60.0,high,low,Exposure uncertain -- field verification recommended,high,99.01578019712649,170984.15689117866,172683.7445009,Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Low.,"103.2977127,14.8803213,103.2136114,14.8863391"
thailand_22451-0,thailand,primary,RURAL,rural_freeway,1.0,90.0,92.5,30,60.0,high,high,,high,99.01141039370333,73312.73529858048,74044.73384134605,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.2530518,16.4758272,100.2446584,16.4819205"
thailand_22451-1,thailand,primary,RURAL,rural_freeway,1.0,90.0,92.5,30,60.0,high,medium,,high,99.01141039370333,13202.268956943262,13334.088368650151,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: Medium.,"100.2530518,16.4758272,100.2446584,16.4819205"
thailand_22451-2,thailand,primary,RURAL,rural_freeway,1.0,90.0,92.5,30,60.0,high,high,,high,99.01141039370333,119833.68603188948,121030.17779000384,Top Priority,Review Needed,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.2530518,16.4758272,100.2446584,16.4819205"
