segment_id,country,road_class,land_use,speed_limit,median_speed,v_safe,misalignment,f85_speed,operating_gap,exposure_level,confidence_level,speedlimit_plausibility,power_environment_used,power_exponent_used,delta_fatal_percent,delta_fatal_percent_ci_low,delta_fatal_percent_ci_high,safety_score,priority_class,score_explanation,street_image_link
thailand_53074-3,thailand,secondary,RURAL,90.0,71.525,30,60.0,84.25,54.25,high,high,high,rural_freeway,4.1,97.16260439436631,91.95133547708454,98.99973296191588,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"102.6152851,17.285507,102.53717894,17.38634912"
thailand_48717-2,thailand,secondary,RURAL,90.0,50.18333333,30,60.0,60.0,30.0,high,high,high,rural_freeway,4.1,87.86881646116727,77.50794825893709,93.4569946865198,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.9362485,18.4838584,101.1032385,18.2909542"
thailand_36668-24,thailand,primary,RURAL,90.0,99.175,30,60.0,115.0,85.0,high,high,high,rural_freeway,4.1,99.25706967317358,96.88049826032145,99.82306614434673,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"104.3366105,17.7457727,104.74078775,17.45866205"
thailand_55263-0,thailand,secondary,RURAL,90.0,59.2,30,60.0,73.0,43.0,high,high,high,rural_freeway,4.1,93.83861783966755,86.07104006501763,97.27455385736874,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"104.8565547,15.6743686,104.8307078,15.681486"
thailand_39250-9,thailand,secondary,RURAL,90.0,79.0,30,60.0,93.0,63.0,high,high,high,rural_freeway,4.1,98.11233001627615,93.96700349192741,99.40936515333897,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.330144,16.1958818,99.329502,16.1211042"
thailand_36663-25,thailand,primary,RURAL,90.0,61.265,30,60.0,72.56666666,42.566666659999996,high,high,high,rural_freeway,4.1,94.6466437029232,87.38940526852241,97.72743282504219,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"104.74058811,17.45866205,104.11665343,18.0689259"
thailand_53184-3,thailand,secondary,RURAL,90.0,68.85,30,60.0,83.33333333,53.33333333,high,high,high,rural_freeway,4.1,96.68265246759343,91.01061047831996,98.77580178006268,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"102.78332519,17.219051,102.7219035,17.3701239"
thailand_55208-8,thailand,secondary,RURAL,90.0,77.925,30,60.0,92.25,62.25,high,high,high,rural_freeway,4.1,98.00325677534339,93.72246869802272,99.36488034652152,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"104.8307078,15.681486,104.6513353,15.6861793"
thailand_17144,thailand,primary,RURAL,90.0,73.7,30,60.0,87.0,57.0,high,high,high,rural_freeway,4.1,97.490539037505,92.62102695495246,99.1465757790628,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"98.6397871,18.2860214,98.6421153,18.2921361"
thailand_17532-1,thailand,primary,URBAN,90.0,69.21,30,60.0,83.7,53.7,high,high,high,urban_residential,2.6,88.62172949892701,22.18098638760243,98.3363315263744,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.54165649,14.22133808,100.5505383,14.0154169"
thailand_36329-3,thailand,primary,URBAN,90.0,33.7,30,60.0,60.0,30.0,high,high,high,urban_residential,2.6,26.094370584349868,3.4288493325835057,43.44023011453746,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5553978,14.0013324,100.5507203,13.9719053"
thailand_22299-1,thailand,primary,RURAL,90.0,98.1,30,60.0,113.0,83.0,high,high,high,rural_freeway,4.1,99.22311951168682,96.78032884117891,99.81254505092294,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.1911826,16.5069363,100.2141033,16.5038225"
thailand_36329-2,thailand,primary,URBAN,90.0,33.7,30,60.0,60.0,30.0,high,high,high,urban_residential,2.6,26.094370584349868,3.4288493325835057,43.44023011453746,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5553978,14.0013324,100.5507203,13.9719053"
thailand_50084-1,thailand,secondary,RURAL,90.0,78.8,30,60.0,94.0,64.0,high,high,high,rural_freeway,4.1,98.09260933574924,93.92249103753402,99.40137658890514,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"101.1436948,13.2502793,101.1324008,13.2668677"
thailand_22296-0,thailand,primary,RURAL,90.0,96.5,30,60.0,112.0,82.0,high,high,high,rural_freeway,4.1,99.16893468023848,96.62306710976328,99.79547429926512,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.2140326,16.503704,100.1904933,16.5071695"
thailand_15207-1,thailand,primary,URBAN,90.0,71.7,30,60.0,86.75,56.75,high,high,high,urban_residential,2.6,89.6207623124487,23.0017898941399,98.6008950750079,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.4149224,13.8224564,100.4965576,13.833243"
thailand_36713-3,thailand,primary,RURAL,90.0,67.775,30,60.0,81.58333333,51.58333333,high,high,high,rural_freeway,4.1,96.46155795593806,90.59085822253914,98.66931837192871,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"104.1878666,16.5020423,104.4225437,16.581783"
thailand_29677,thailand,primary,RURAL,90.0,93.6,30,60.0,108.0,78.0,high,high,high,rural_freeway,4.1,99.05818378235344,96.31063454184317,99.75957443146193,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"103.1587339,15.063733,103.15770222,15.05866243"
thailand_36327-0,thailand,primary,URBAN,90.0,52.45,30,60.0,68.0,38.0,high,high,high,urban_residential,2.6,76.60209454892079,15.430701400381741,93.52646896021301,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5418124,14.023123,100.5539023,14.0092831"
thailand_35248-1,thailand,secondary,URBAN,90.0,70.0,30,60.0,88.0,58.0,high,high,high,urban_residential,2.6,88.95259289849423,22.44550675859638,98.42632968683697,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.6126317,14.3331317,100.5732756,14.3314366"
thailand_36328-0,thailand,primary,URBAN,90.0,55.43333333,30,60.0,70.66666666,40.666666660000004,high,high,high,urban_residential,2.6,79.7366765593551,16.822650327873678,95.06353257853578,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5506177,13.9702879,100.5418251,14.0229098"
thailand_36710-7,thailand,primary,RURAL,90.0,76.925,30,60.0,92.75,62.75,high,high,high,rural_freeway,4.1,97.89466905385139,93.48287764898942,99.3198810526975,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"104.03396188,16.55032922,103.9097652,16.6402239"
thailand_36328-3,thailand,primary,URBAN,90.0,55.43333333,30,60.0,70.66666666,40.666666660000004,high,high,high,urban_residential,2.6,79.7366765593551,16.822650327873678,95.06353257853578,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5506177,13.9702879,100.5418251,14.0229098"
thailand_35223-4,thailand,primary,URBAN,90.0,53.25,30,60.0,69.0,39.0,high,high,high,urban_residential,2.6,77.5050894380578,15.813880247858458,93.98925853003331,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"98.9228402,18.6910563,98.9772549,18.7688946"
thailand_26123,thailand,primary,RURAL,90.0,45.95,30,60.0,60.75,30.75,high,high,high,rural_freeway,4.1,82.58888717058245,70.95819245561752,89.5617085990453,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"101.0938195,19.6001333,100.9282449,19.520063"
thailand_15207-4,thailand,primary,URBAN,90.0,71.7,30,60.0,86.75,56.75,high,high,high,urban_residential,2.6,89.6207623124487,23.0017898941399,98.6008950750079,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.4149224,13.8224564,100.4965576,13.833243"
thailand_15207-6,thailand,primary,URBAN,90.0,71.7,30,60.0,86.75,56.75,high,high,high,urban_residential,2.6,89.6207623124487,23.0017898941399,98.6008950750079,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.4149224,13.8224564,100.4965576,13.833243"
thailand_36328-7,thailand,primary,URBAN,90.0,55.43333333,30,60.0,70.66666666,40.666666660000004,high,high,high,urban_residential,2.6,79.7366765593551,16.822650327873678,95.06353257853578,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5506177,13.9702879,100.5418251,14.0229098"
thailand_35223-3,thailand,primary,URBAN,90.0,53.25,30,60.0,69.0,39.0,high,high,high,urban_residential,2.6,77.5050894380578,15.813880247858458,93.98925853003331,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"98.9228402,18.6910563,98.9772549,18.7688946"
thailand_15207-7,thailand,primary,URBAN,90.0,71.7,30,60.0,86.75,56.75,high,high,high,urban_residential,2.6,89.6207623124487,23.0017898941399,98.6008950750079,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.4149224,13.8224564,100.4965576,13.833243"
thailand_17533-1,thailand,primary,URBAN,90.0,84.23888888,30,60.0,101.22222222,71.22222222,high,high,high,urban_residential,2.6,93.17374630336668,26.63607005844961,99.36484128415796,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.550742,14.016525,100.54165649,14.22072704"
thailand_49469-4,thailand,secondary,RURAL,90.0,72.3,30,60.0,83.0,53.0,high,high,high,rural_freeway,4.1,97.2852482269617,92.19899463583958,99.05526571958616,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"101.0643395,18.1855981,101.0744008,18.0269377"
thailand_17143,thailand,primary,RURAL,90.0,76.2,30,60.0,89.0,59.0,high,high,high,rural_freeway,4.1,97.81132255773045,93.30142812293496,99.28487608490089,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"98.6421153,18.2921361,98.6397871,18.2860214"
thailand_15333-1,thailand,primary,URBAN,90.0,63.3,30,60.0,73.0,43.0,high,high,high,urban_residential,2.6,85.64954681534222,20.068996863910847,97.42358410972983,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"98.9607354,18.8490773,98.9643111,18.8670883"
thailand_39344-1,thailand,secondary,RURAL,90.0,73.9,30,60.0,89.0,59.0,high,high,high,rural_freeway,4.1,97.51826762109904,92.67879163349171,99.15874603041482,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.5031305,7.45032932,99.5259527,7.5191778"
thailand_20585-0,thailand,primary,RURAL,90.0,74.4,30,60.0,91.0,61.0,high,high,high,rural_freeway,4.1,97.58593972990542,92.82056735256363,99.18828028984574,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.7891708,6.9150307,99.7887395,6.9074944"
thailand_19276-7,thailand,primary,RURAL,90.0,59.98333333,30,60.0,69.16666666,39.166666660000004,high,high,high,rural_freeway,4.1,94.16189771392618,86.59203370438905,97.4579710635298,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.79523584,20.11699491,99.35832214,20.05375649"
thailand_36284-3,thailand,secondary,RURAL,90.0,76.35,30,60.0,88.7,58.7,high,high,high,rural_freeway,4.1,97.82889876373221,93.3395216854104,99.29229098039426,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.1964259,19.3437851,99.00362752,19.11531335"
thailand_36284-2,thailand,secondary,RURAL,90.0,76.35,30,60.0,88.7,58.7,high,high,high,rural_freeway,4.1,97.82889876373221,93.3395216854104,99.29229098039426,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.1964259,19.3437851,99.00362752,19.11531335"
thailand_53710-6,thailand,secondary,RURAL,90.0,58.6,30,60.0,72.5,42.5,high,high,high,rural_freeway,4.1,93.5758315722789,85.65341445586698,97.12336152314613,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"103.2202761,16.9743936,103.1556141,16.9875935"
thailand_36670-1,thailand,primary,URBAN,90.0,61.0,30,60.0,74.0,44.0,high,high,high,urban_residential,2.6,84.1999780154513,19.176542318385394,96.91128415099952,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"104.689686,16.5265593,104.719998,16.5752298"
thailand_36670-2,thailand,primary,URBAN,90.0,61.0,30,60.0,74.0,44.0,high,high,high,urban_residential,2.6,84.1999780154513,19.176542318385394,96.91128415099952,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"104.689686,16.5265593,104.719998,16.5752298"
thailand_18449-0,thailand,primary,RURAL,90.0,80.5,30,60.0,91.0,61.0,high,high,high,rural_freeway,4.1,98.25243219649447,94.28727148539315,99.46540550281001,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"98.9435268,19.0532108,98.9466856,19.044661"
thailand_18444-0,thailand,primary,RURAL,90.0,70.1,30,60.0,84.0,54.0,high,high,high,rural_freeway,4.1,96.91856315834208,91.46763576556805,98.88714865560837,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"98.9465594,19.0446591,98.9426612,19.0549922"
thailand_53774-0,thailand,secondary,RURAL,90.0,88.22,30,60.0,103.8,73.8,high,high,high,rural_freeway,4.1,98.7994721889562,95.61966643340406,99.67096865953758,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"103.2986204,16.3939913,103.218232,16.6171397"
thailand_36685-3,thailand,primary,URBAN,90.0,57.45,30,60.0,72.0,42.0,high,high,high,urban_residential,2.6,81.53449555075147,17.709563402607063,95.85644615991721,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.023442,18.7291027,98.9268928,18.7244757"
thailand_36685-4,thailand,primary,URBAN,90.0,57.45,30,60.0,72.0,42.0,high,high,high,urban_residential,2.6,81.53449555075147,17.709563402607063,95.85644615991721,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.023442,18.7291027,98.9268928,18.7244757"
thailand_36685-5,thailand,primary,URBAN,90.0,57.45,30,60.0,72.0,42.0,high,high,high,urban_residential,2.6,81.53449555075147,17.709563402607063,95.85644615991721,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.023442,18.7291027,98.9268928,18.7244757"
thailand_45351-1,thailand,secondary,RURAL,90.0,72.3,30,60.0,89.5,59.5,high,high,high,rural_freeway,4.1,97.2852482269617,92.19899463583958,99.05526571958616,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.3034914,16.2431268,100.39165497,16.22537589"
thailand_16823-0,thailand,secondary,URBAN,90.0,49.85,30,60.0,60.0,30.0,high,high,high,urban_residential,2.6,73.29541462241515,14.130916495924284,91.69509151504022,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.9103493,12.9673078,100.9183816,12.9648276"
thailand_36687-2,thailand,primary,URBAN,90.0,84.2,30,60.0,100.0,70.0,high,high,high,urban_residential,2.6,93.16554600659906,26.625906471792703,99.36340254247969,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.0009456,18.8555869,98.9643414,18.8669504"
thailand_18131-0,thailand,primary,RURAL,90.0,65.9,30,60.0,79.5,49.5,high,high,high,rural_freeway,4.1,96.03021538285827,89.79333322236262,98.45599055501418,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"98.8811751,17.9723245,98.88504397,18.02487022"
thailand_53815-3,thailand,secondary,RURAL,90.0,71.45,30,60.0,85.75,55.75,high,high,high,rural_freeway,4.1,97.15037318710814,91.92681020391711,98.99415557197823,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"103.302815,17.8084043,103.25098612,17.72532846"
thailand_15711-0,thailand,secondary,URBAN,90.0,56.5,30,60.0,74.5,44.5,high,high,high,urban_residential,2.6,80.7163474449883,17.296889841677874,95.50368474473882,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.2472605,13.7835041,100.3248097,13.7877394"
thailand_45076-1,thailand,secondary,RURAL,90.0,54.52,30,60.0,65.6,35.599999999999994,high,high,high,rural_freeway,4.1,91.36388988896631,82.31359026629818,95.78306739621777,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.281598,19.1730415,100.4549626,19.3234177"
thailand_36481-2,thailand,secondary,URBAN,90.0,51.1,30,60.0,62.0,32.0,high,high,high,urban_residential,2.6,74.96077273918588,14.76654242238855,92.6441690899633,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.6112033,14.3419836,100.5921676,14.3537636"
thailand_45749-1,thailand,secondary,RURAL,90.0,70.3,30,60.0,87.0,57.0,high,high,high,rural_freeway,4.1,96.95434776882588,91.53784071030128,98.90382617536544,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.4043075,20.2153009,100.405502,20.2328522"
thailand_36481-0,thailand,secondary,URBAN,90.0,51.1,30,60.0,62.0,32.0,high,high,high,urban_residential,2.6,74.96077273918588,14.76654242238855,92.6441690899633,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.6112033,14.3419836,100.5921676,14.3537636"
thailand_20069-0,thailand,primary,RURAL,90.0,88.3,30,60.0,104.0,74.0,high,high,high,rural_freeway,4.1,98.8039254222026,95.63116544753188,99.67254553165785,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.6354816,7.4433562,99.63402237,7.45032931"
thailand_39404-1,thailand,secondary,RURAL,90.0,64.25,30,60.0,75.5,45.5,high,high,high,rural_freeway,4.1,95.59529017450433,89.0145068939967,98.2339009765328,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.4075441,16.0694785,99.3682691,16.0899204"
thailand_17127-0,thailand,primary,URBAN,90.0,59.7,30,60.0,71.0,41.0,high,high,high,urban_residential,2.6,83.28978640028352,18.652525007694752,96.56742586571295,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5649482,14.0047343,100.554815,14.0046764"
thailand_15353-1,thailand,primary,URBAN,90.0,76.0,30,60.0,92.0,62.0,high,high,high,urban_residential,2.6,91.0792797079177,24.33547697084383,98.94826204747363,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.89296708,20.00032809,99.8629965,19.9268986"
thailand_17126-0,thailand,primary,URBAN,90.0,58.8,30,60.0,73.0,43.0,high,high,high,urban_residential,2.6,82.61662037862814,18.280974581519782,96.3021843993701,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.5547902,14.0048295,100.5648258,14.0051612"
thailand_403,thailand,secondary,RURAL,90.0,69.8,30,60.0,86.0,56.0,high,high,high,rural_freeway,4.1,96.86389993408568,91.36085202040795,98.86156324134497,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"98.38644252,7.95035362,98.3888707,7.9540867"
thailand_30107-20,thailand,primary,RURAL,90.0,68.26227272,30,60.0,81.56363636,51.563636360000004,high,high,high,rural_freeway,4.1,96.56397673478892,90.78431795818099,98.71889505025268,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"103.5208355,16.5056362,103.70832061,17.36226579"
thailand_35019-4,thailand,primary,URBAN,90.0,65.325,30,60.0,80.75,50.75,high,high,high,urban_residential,2.6,86.77764617797108,20.820537203854727,97.79196985656444,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.66665649,14.28749855,100.5917646,14.3536449"
thailand_20076-0,thailand,primary,RURAL,90.0,83.7,30,60.0,99.0,69.0,high,high,high,rural_freeway,4.1,98.51056084498049,94.89791357979631,99.56519180315712,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.6341748,7.45032931,99.6356398,7.4433905"
thailand_19727-1,thailand,primary,RURAL,90.0,54.2,30,60.0,61.0,31.0,high,high,high,rural_freeway,4.1,91.15291765461856,82.00906610849857,95.64942728943417,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.5514348,19.6678581,99.5814084,19.6973679"
thailand_19396-3,thailand,primary,RURAL,90.0,89.5,30,60.0,102.0,72.0,high,high,high,rural_freeway,4.1,98.86832245252211,95.79888242367903,99.6951539564891,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.280529,18.9962624,99.2736331,18.9904267"
thailand_19644-1,thailand,primary,RURAL,90.0,79.05,30,60.0,92.75,62.75,high,high,high,rural_freeway,4.1,98.11722050495364,93.97806306116313,99.41134245293979,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"99.53409214,19.19837302,99.6108146,19.1452579"
thailand_46095-2,thailand,secondary,RURAL,90.0,79.5,30,60.0,92.28571429,62.28571429,high,high,high,rural_freeway,4.1,98.16053335639394,94.07638307143887,99.42878859761764,100.0,Top Priority,Posted speed limit is 60 km/h above the safe speed (V_safe). VRU exposure: High. Data confidence: High.,"100.6342794,16.569552,100.4318922,16.7405243"
